,missing
ID_NUMBER,0
ARPU_current,28
ARPU_3m_avg,5
ARPU_trend,5
current_tariff,95
OUT_LOC_ONNET_MIN,110
OUT_LOC_OFFNET_MIN,110
OUT_LOC_OFFNET_UNPAID_MIN,110
OUT_LOC_OFFNET_PAID_MIN,110
OUT_INTER_MIN,110
OUT_LOC_LAND_MIN,110
OUT_LOCAL_ONNET_SMS_AMT,110
OUT_LOCAL_OFFNET_SMS_AMT,110
OUT_LOCAL_LAND_PAID_SMS_AMT,110
OUT_INTER_SMS_AMT,110
DATA_VOLUME,110
LTE_DATA_VOLUME,110
TOTAL_ROAM_CALL_AMT,110
TOTAL_ROAM_SMS_AMT,110
TOTAL_ROAM_GPRS_MB,110
COUNT_CONTACT,470
AVG_TRANSACT_CONTACT,470
SUM_TRANSACT_CONTACT,470
AVG_DURATION_CONTACT,470
COUNT_BASE_STATION,162
arpu_segment,5
data_segment,110
call_segment,0
predicted_arpu,0
