id,title,url,type,access_status,checked_on,relevance,limitations
ORG001,Официальный лендинг HackAlem AI,https://hackalem.ai/,official_web,direct_read,2026-09-23,Общее расписание; размер команды; официальные контакты,Сохраняет требование Codex; расходится с обновлённым положением
ORG002,Обновлённое положение HackAlem AI,https://edu.astanahub.com/hackathons/df4743f5-c492-415c-b45a-1f13adb78e06?tab=regulations,official_platform,direct_html_embedded_data_read,2026-09-23,Первичные актуальные правила; дедлайн; README; Codex; критерии Demo Day,Web-инструмент не прочитал; обычный HTTP 200; содержание извлечено из публичных Next.js данных; правки разделов 22.09.2026
ORG003,Telegram канал по ссылке лендинга,https://t.me/+pKzbwN43ot1hYTRi,official_telegram_invite,invite_card_only,2026-09-23,Подтверждает карточку канала HackAlem и ссылку на чат,История постов не доступна; вступления не было
ORG004,Telegram канал по ссылке положения,https://t.me/+u6HpmeKGOdVlNzMy,official_telegram_invite,invite_card_only_http,2026-09-23,Официальный Telegram маршрут из положения,Карточка прочитана по HTTP; история не прочитана; вступления не было
ORG005,Официальный чат из описания канала,https://t.me/+ksi53ssr8rAzOTAy,official_telegram_invite,invite_card_only,2026-09-23,Место возможных уточнений участников,Не прочитаны сообщения и комментарии; нет доступа к истории без вступления
ORG006,Публичная лента @hackalem,https://t.me/s/hackalem,telegram,feed_unavailable,2026-09-23,Проверка возможности непосредственного чтения Telegram,HTTP вернул карточку контакта вместо ленты; web сообщил недоступность
ORG007,Telemetr.me: копии @hackalem,https://telemetr.me/content/hackalem,telegram_secondary_mirror,search_copy_read,2026-09-23,Ранние анонсы 07 и 11.09: пять часов,Вторичная копия; поисковая версия на момент проверки; не самостоятельный первичный источник
ORG008,Telemetr.me: альтернативный адрес копий канала,https://telemetr.me/content/uwG_E1MZj31hOTAy,telegram_secondary_mirror,search_copy_and_current_page_read,2026-09-23,Обновление положения; GitHub; команды; единый документ инструкций,Поисковая копия показывала 22.09; открытая страница уже 23.09; часовой пояс дат не проверен
ORG009,Telemetr.io: посты HackAlem,https://telemetr.io/en/channels/2490607817-thedecentrathon/posts,telegram_secondary_mirror,direct_mirror_read,2026-09-23,Ссылки на обновлённое положение; Google Doc; YouTube Q&A,Прочитана копия; не оригинал Telegram; даты и полнота могут отличаться
ORG010,Единый документ инструкций HackAlem AI,https://docs.google.com/document/d/1DcG6BZKnESSGTA8HTz8szRWBRuWdzb0pRqonPsKESu0/edit,official_document_index,public_txt_and_html_export_read,2026-09-23,Ссылки на шесть групп инструкций RU/KZ/EN,Сам указатель не содержит ТЗ Beeline; PDF проверяются отдельно
ORG011,Инструкция для участников HackAlem AI,https://drive.google.com/file/d/105Rnhzg3Q5tKjfGZIddRqY13kmq_w4r_/view,official_pdf,downloaded_read_identical_to_local,2026-09-23,Пять часов; README; репозиторий; действие Сдать решение на платформе,55704 байта; побайтово совпадает с локальным PDF; инструкция общая для кейсов
ORG012,Правила зачёта участия,https://drive.google.com/file/d/1GkZG7O9ME2N7BlTZUQ3Ih1l2kstCxbdN/view,official_pdf,downloaded_read_identical_to_local,2026-09-23,Личное участие и вклад; правила площадки,96422 байта; побайтово совпадает с локальным PDF; не правила scoring кампаний
ORG013,Активация OpenAI и NVIDIA,https://drive.google.com/file/d/1UU1UFeiWkfKEhGHjOApHy6zSxi6_HQfb/view,official_pdf_link,link_extracted_not_fetched,2026-09-23,Внешний адрес документа из официального указателя,В этой ветке исследован адрес; внешний PDF отдельно не прочитан
ORG014,Подготовка оборудования,https://drive.google.com/file/d/1_at59RgO_L01LGZ_5oE2O9HIu3H50-b6/view,official_pdf_link,link_extracted_not_fetched,2026-09-23,Внешний адрес документа из официального указателя,В этой ветке исследован адрес; внешний PDF отдельно не прочитан
ORG015,Кибербезопасность,https://drive.google.com/file/d/1iq6W0b4wYYlhWEcqqbJ3TrRVuKuQ9d5S/view,official_pdf_link,link_extracted_not_fetched,2026-09-23,Внешний адрес документа из официального указателя,В этой ветке исследован адрес; внешний PDF отдельно не прочитан
ORG016,Онлайн-курс Arizona State University,https://drive.google.com/file/d/1tIyhzMgHAsQMLa2g66k1f4HXAWnc0I_1/view,official_pdf_link,link_extracted_not_fetched,2026-09-23,Внешний адрес документа из официального указателя,В этой ветке исследован адрес; внешний PDF отдельно не прочитан
ORG017,Q & A session part 2 — HackAlem AI,https://www.youtube.com/watch?v=WVGjaeGN7A4,official_video,metadata_description_read_transcript_unavailable,2026-09-23,Первичный анонс Q&A 22.09 и темы встречи,"Видео не просмотрено; есть metadata русской ASR дорожки, запрос субтитров вернул пустой ответ; ответы не подтверждены"
ORG018,Перепечатка анонса Q&A 17 сентября,https://aiqazaqstan.com/kk/articles/q-a-hackalem-ai,secondary_telegram_reprint,search_result_body_read,2026-09-23,Указатель на предыдущую Q&A сессию,Нет проверенной записи ответов; не источник уточнений кейса
ORG019,GitHub API: публичные репозитории HackAlem,https://api.github.com/search/repositories?q=HackAlem&per_page=50,github_search,direct_json_read,2026-09-23,43 публичных репозитория; адреса для проверки README,Не полный поиск кода; зависит от индексации; не охватывает приватные репозитории
ORG020,"GitHub API query: ""Beeline Tariff Marketing Campaigns"" in:readme",https://api.github.com/search/repositories?q=%22Beeline+Tariff+Marketing+Campaigns%22+in%3Areadme&per_page=30,github_search,direct_json_read,2026-09-23,Получено результатов: 0,Снимок выдачи; не доказательство отсутствия материалов вообще; четыре результата run_pilot+tariff по другим темам
ORG021,GitHub API query: HackAlem Beeline in:readme,https://api.github.com/search/repositories?q=HackAlem+Beeline+in%3Areadme&per_page=30,github_search,direct_json_read,2026-09-23,Получено результатов: 0,Снимок выдачи; не доказательство отсутствия материалов вообще; четыре результата run_pilot+tariff по другим темам
ORG022,GitHub API query: HackAlem tariff in:readme,https://api.github.com/search/repositories?q=HackAlem+tariff+in%3Areadme&per_page=30,github_search,direct_json_read,2026-09-23,Получено результатов: 0,Снимок выдачи; не доказательство отсутствия материалов вообще; четыре результата run_pilot+tariff по другим темам
ORG023,"GitHub API query: ""run_pilot"" ""tariff"" in:readme",https://api.github.com/search/repositories?q=%22run_pilot%22+%22tariff%22+in%3Areadme&per_page=30,github_search,direct_json_read,2026-09-23,Получено результатов: 4,Снимок выдачи; не доказательство отсутствия материалов вообще; четыре результата run_pilot+tariff по другим темам
GHREADME001,Temirlan335/Hackalem2026 / README.md,https://raw.githubusercontent.com/Temirlan335/Hackalem2026/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME002,ayansegizbay/public / README.md,https://raw.githubusercontent.com/ayansegizbay/public/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME003,mukhashzip666/hackalem / README.md,https://raw.githubusercontent.com/mukhashzip666/hackalem/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME004,mikva064/hackalemsteppex / README.md,https://raw.githubusercontent.com/mikva064/hackalemsteppex/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME005,beibrs1/hackalem / README.md,https://raw.githubusercontent.com/beibrs1/hackalem/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME006,TsVi27/hackalem / README.md,https://raw.githubusercontent.com/TsVi27/hackalem/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME007,ElnarGit/hackalem-training / README.md,https://raw.githubusercontent.com/ElnarGit/hackalem-training/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME008,timuraraspayev/hackalemai / README.md,https://raw.githubusercontent.com/timuraraspayev/hackalemai/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME009,dbeka479-afk/HackAlem_AI / README.md,https://raw.githubusercontent.com/dbeka479-afk/HackAlem_AI/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME010,germanhcsuj-pixel/-HackAlemAI / README.md,https://raw.githubusercontent.com/germanhcsuj-pixel/-HackAlemAI/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME011,vasilenkomikhail1980-dotcom/hackalem-ai-project / README.md,https://raw.githubusercontent.com/vasilenkomikhail1980-dotcom/hackalem-ai-project/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME012,z1p1xxx/hackAlem / README.md,https://raw.githubusercontent.com/z1p1xxx/hackAlem/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME013,abc777-pa/Hackalemai / README.md,https://raw.githubusercontent.com/abc777-pa/Hackalemai/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME014,a4ns/hackalemtest / README.md,https://raw.githubusercontent.com/a4ns/hackalemtest/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME015,Crepiks/hackalem-testing-team / README.md,https://raw.githubusercontent.com/Crepiks/hackalem-testing-team/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME016,font-weight/test_hackalem_AI_2 / README.md,https://raw.githubusercontent.com/font-weight/test_hackalem_AI_2/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME017,Zhaaziira/my-first-ai-project / README.md,https://raw.githubusercontent.com/Zhaaziira/my-first-ai-project/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME018,ibrakhim2906/hackalem-rehearsal / README.md,https://raw.githubusercontent.com/ibrakhim2906/hackalem-rehearsal/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME019,dosbuild/narrow-hackalem-training-case / README.md,https://raw.githubusercontent.com/dosbuild/narrow-hackalem-training-case/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME020,kurkumzz/-hackalem-hackathon-test-cases / README.md,https://raw.githubusercontent.com/kurkumzz/-hackalem-hackathon-test-cases/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME021,temirbekk/hackalem-ai-text-classifier / README.md,https://raw.githubusercontent.com/temirbekk/hackalem-ai-text-classifier/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME022,Nurgul-Usman/-hackalem-ai-project / README.md,https://raw.githubusercontent.com/Nurgul-Usman/-hackalem-ai-project/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME023,mukhashzip666/hackalem-ai / README.md,https://raw.githubusercontent.com/mukhashzip666/hackalem-ai/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME024,fofka123/HackAlem_Team_Server / README.md,https://raw.githubusercontent.com/fofka123/HackAlem_Team_Server/dev/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME025,denpri999-hash/HACKALEM-Al-MIVRON / README.md,https://raw.githubusercontent.com/denpri999-hash/HACKALEM-Al-MIVRON/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME026,Ziyadin23/hackalem-ekt-agent-kit / README.md,https://raw.githubusercontent.com/Ziyadin23/hackalem-ekt-agent-kit/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME027,raimdady/hackAlemAI / README.md,https://raw.githubusercontent.com/raimdady/hackAlemAI/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME028,font-weight/test_hackalem_AI / README.md,https://raw.githubusercontent.com/font-weight/test_hackalem_AI/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME029,nurba112/hackalem-appeals-classifier / README.md,https://raw.githubusercontent.com/nurba112/hackalem-appeals-classifier/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME030,TsVi27/hackalem-ai-project / README.md,https://raw.githubusercontent.com/TsVi27/hackalem-ai-project/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
